SteamID,Status,DiscordID,Username,DisplayName,Name,ImageURL,Twitter,Twitch,Youtube,ORIClanTag,ORIClanDisplayName,NOWClanTag,NOWClanDisplayName,TouboFlag,WebFlag,QCModal,QCMap
76561198822172450,Added,274109753586876417,wqil,キル久保わいる,キル久保わいる,https://pbs.twimg.com/profile_images/1705128532937261056/MYxQ4arx_400x400.jpg,https://x.com/wqil13,,https://www.youtube.com/channel/UCaEMro_LIQ0OMzImagMnJhw,,富山,FKSM,福島,,true,true,true
76561199021660190,Added,487641264314122251,johnny5997,お豆のジョニー,お豆のじょにっち,https://pbs.twimg.com/profile_images/1880195688832856064/mVNs_iAi_400x400.jpg,https://x.com/Johnny59972,https://www.twitch.tv/johnntch,,,富山,FKSM,福島,,true,true,true
76561199201079427,Added,878196222660337664,tasiota,たしおた,たしおた,https://pbs.twimg.com/profile_images/1822624948361543680/gQtD7Gss_400x400.jpg,https://x.com/tasiota_0003,https://www.twitch.tv/tasiota,,,山形,FKSM,福島,,true,true,true
76561199436616676,Added,782779402345250816,yappy_chan,やっぴー,やっぴーちゃんねる,https://pbs.twimg.com/profile_images/1834176111401648128/FFlclnS7_400x400.jpg,https://x.com/yahhhman420,https://www.twitch.tv/yappy3838,,,山形,FKSM,福島,,true,true,true
76561198962022561,Added,696974638349025371,orino_in_shohe,折野中 しょへ.🦍,折野中　しょへ,https://pbs.twimg.com/profile_images/1587215327779164161/2X-JaGq2_400x400.jpg,https://x.com/orino_in_uhho,,https://www.youtube.com/@orino_in_uhho,,山梨,gifu,岐阜,,true,true,true
76561199441089124,Added,785569095613022330,ume_627,憂井うめ,憂井うめ,https://pbs.twimg.com/profile_images/1792204228506931200/Pl9RMzox_400x400.jpg,https://x.com/uumya_zZ,https://www.twitch.tv/umyaa_zz,,,山梨,gifu,岐阜,,true,true,true
76561198381741920,Added,335067363596566528,tyama_1,ちゃま,ちゃま,https://pbs.twimg.com/profile_images/1846111744667930624/vDFTMJJY_400x400.jpg,https://x.com/PUBG_nin,https://www.twitch.tv/tyama,,,山梨,gifu,岐阜,,true,true,true
76561199109192042,Added,498131989304442883,_kiring0223_,kiring,きりん,https://pbs.twimg.com/profile_images/1896585860776390656/vP0eOJ6r_400x400.jpg,https://x.com/_kiring0223_,https://www.twitch.tv/kiring0223,,,岐阜,gifu,岐阜,,true,true,true
76561198159249152,Added,472356075950309376,pont3,pont,Pont,https://pbs.twimg.com/profile_images/1900251119789744128/VcOZVNtr_400x400.jpg,https://x.com/Pont_ow,https://www.twitch.tv/snowballpont,,,岐阜,gifu,岐阜,,true,true,true
76561199376072876,Added,1000257008508874763,kaitoonfps,かいとぅーん,かいとぅーん,https://pbs.twimg.com/profile_images/1887184859405426689/3GEG2GEQ_400x400.jpg,https://x.com/Dom_aegis,https://www.twitch.tv/kaitoonfps,https://www.youtube.com/@Kaitoon3,,岐阜,gifu,岐阜,,true,true,true
76561199114586341,Added,,,白波たつ,白波たつ,https://pbs.twimg.com/profile_images/1834725305023709186/elpDsJFX_400x400.jpg,https://x.com/tatsu2dayo,https://www.twitch.tv/tatsu2_dayo,https://www.youtube.com/@tatsu2dayo,,岡山,okayam,岡山,,true,true,true
76561198819672042,Added,763757558233301052,akabaneroot,赤羽るーと,赤羽るーと,https://pbs.twimg.com/profile_images/1899236993588191232/dTbekWnA_400x400.jpg,https://x.com/Akabane_Root,https://www.twitch.tv/root_srvt,,,岡山,okayam,岡山,,true,true,true
76561199758278206,Added,774125263385657344,shidukikuya,紫月 くーや,紫月くーや,https://pbs.twimg.com/profile_images/1895656822427553792/jH36RyzI_400x400.jpg,https://x.com/S_K_VT,https://www.twitch.tv/S_K_VT,,,岡山,okayam,岡山,,true,true,true
76561199009823463,Added,544487592717189120,puripurijunchan,まんどりこ,まんどりこ,https://pbs.twimg.com/profile_images/1726382963154386944/x5sEX_IT_400x400.jpg,https://x.com/meatball77get,https://www.twitch.tv/puripurizunchan,,,岩手,Hokkai,北海道,,true,true,true
76561198927610860,Added,463468964421304335,awakko,あわっこ,あわっこ,https://pbs.twimg.com/profile_images/1723248939930193920/nag-BTE4_400x400.jpg,https://x.com/awakko141,https://www.twitch.tv/awakko45,,,岩手,Hokkai,北海道,,true,true,true
76561199085156686,Added,746334442385178685,.ooo2um4,ooozuma,ooozuma,https://pbs.twimg.com/profile_images/1755115728179744768/wNi-XVwR_400x400.jpg,https://x.com/tottotototto1,https://www.twitch.tv/ooozuma,,,岩手,Hokkai,北海道,,true,true,true
76561198337852583,Added,1047072881303113798,lychee._.3,梨水ライチ,梨水ライチ,https://pbs.twimg.com/profile_images/1898412877859696640/MJBaEMaw_400x400.jpg,https://x.com/vt_lychee,https://www.twitch.tv/vt_lychee,,,島根,Kochi,高知,,true,true,true
76561199567093332,Added,1173921372435660907,__0507_32248,水桃リズ,水桃リズ,https://pbs.twimg.com/profile_images/1890601338352132096/SSA59j-Y_400x400.jpg,https://x.com/Vub_Riz,,https://www.youtube.com/@minamo_rizu,,島根,Kochi,高知,,true,true,true
76561199487909807,Added,776068993139605534,mikuri395,五夜月みくり,五夜月みくり,https://pbs.twimg.com/profile_images/1818750699674771456/rkgvNyWb_400x400.jpg,https://x.com/mikuri395VT,https://www.twitch.tv/mikuri395,https://www.youtube.com/@mikuri395/,,島根,Kochi,高知,,true,true,true
76561198132521316,Added,240401595504918529,makkuraudo,マクラス,Macrus ch,https://pbs.twimg.com/profile_images/1895404290468118528/DVNdJlFh_400x400.jpg,https://x.com/AFI_Macloud,https://www.twitch.tv/afi_macloud,https://www.youtube.com/@MacrusRustTactics,,広島,Hirosh,広島,,true,true,true
76561198230814400,Added,774156402717098004,tenkaiwataru,TenkaiWataru,Tenkai Wataru,https://pbs.twimg.com/profile_images/1887221380825161728/hN7_z07W_400x400.jpg,https://x.com/TenkaiWataru,https://www.twitch.tv/tenkaiwataru,https://www.youtube.com/@TenkaiWataru,,広島,Hirosh,広島,,true,true,true
76561198006146420,Added,615638235342962714,ferrumoon_ch,FerruMoon🌙🐶,FerruMoon,https://pbs.twimg.com/profile_images/1900144060381413376/HQ4t2JTR_400x400.jpg,https://x.com/FerruMoon,https://www.twitch.tv/ferrumoon_ch,https://www.youtube.com/@FerruMoon_CH,,広島,Hirosh,広島,,true,true,true
76561199066459512,Added,482402932424310804,nanase_kira,輝 七瀬,輝 七瀬,https://pbs.twimg.com/profile_images/1874519972061614080/3TTICc5M_400x400.jpg,https://x.com/Kira_Nanase_,,https://www.youtube.com/@nanasekira,,愛媛,Osaka,大阪,true,false,false,
76561199064574115,Added,506494751508398117,shio0568,shio,shio,https://pbs.twimg.com/profile_images/1894376836110716932/hyQYvE8A_400x400.jpg,https://x.com/saltsan16,https://www.twitch.tv/saltsan16,,,愛媛,Kochi,高知,,true,true,true
76561199100364487,Added,732640904594325573,tales_of_satou,テイルズオブ佐藤,テイルズオブ佐藤,https://pbs.twimg.com/profile_images/1731313554031325184/ThSxkg3i_400x400.jpg,https://x.com/TalesLove6,https://www.twitch.tv/taleslove57,,,愛媛,Kochi,高知,,true,true,true
76561198019170570,Added,195213807625175040,sucre_0020,シュクレ,シュクレ,https://pbs.twimg.com/profile_images/2753430999/a9ad6538053bc5dc43bd638fc6ebb3e7_400x400.png,https://x.com/sucre0020,https://www.twitch.tv/bikupann1004,,,愛媛,Kochi,高知,,true,true,true
76561199435426082,Added,1090959817679581225,deesukefps,でぃーすけ,Dすけ,https://pbs.twimg.com/profile_images/1788168896572444672/EJ1voX5A_400x400.jpg,https://x.com/bunchblog4,,https://www.youtube.com/@deesuke_apex,,愛知,wkym,和歌山,,true,false,false
